publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Phyllomedusa : Journal of Herpetology	1519-1397		2002						http://www.doaj.org/doaj?func=openurl&issn=15191397&genre=journal&uiLanguage=en		www.phyllomedusa.esalq.usp.br/		fulltext		University of São Paulo					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1977525	phyllomedusa	456223858	raw
e-Ciencias de la Información	1659-4142		2011						http://www.doaj.org/doaj?func=openurl&issn=16594142&genre=journal&uiLanguage=en				fulltext		Universidad de Costa Rica					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	11308508		813778711	raw
Intercâmbio	0873-366X		2007						http://www.doaj.org/doaj?func=openurl&issn=0873366X&genre=journal&uiLanguage=en				fulltext		Universidade do Porto					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	12971292		502473123	raw
Mundo Amazónico	2145-5074	2145-5082	2010						http://www.doaj.org/doaj?func=openurl&issn=21455074&genre=journal&uiLanguage=en		imanimundo[1:www.revistas.unal.edu.co/index.php/imanimundo]		fulltext		Universidad Nacional de Colombia, Sede Amazonia					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6948173	ojs1	743097318	raw
Journal of Logic and Analysis	1759-9008		2009						http://www.doaj.org/doaj?func=openurl&issn=17599008&genre=journal&uiLanguage=en				fulltext		Journal of Logic and Analysis					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5380609		607232180	raw
Indian Journal of Sexually Transmitted Diseases	0253-7184	1998-3816	2007						http://www.doaj.org/doaj?func=openurl&issn=02537184&genre=journal&uiLanguage=en		www.ijstd.org		fulltext		Medknow Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1942121	medknow	58548417	raw
Journal of Turkish Science Education	1304-6020		2004						http://www.doaj.org/doaj?func=openurl&issn=13046020&genre=journal&uiLanguage=en				fulltext		Ekip Ltd. Sti					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	634825		85812443	raw
BMC Ear, Nose and Throat Disorders	1472-6815		2001						http://www.doaj.org/doaj?func=openurl&issn=14726815&genre=journal&uiLanguage=en		bmcearnosethroatdisord		fulltext		BioMed Central					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	27581	bmc	48748062	raw
International Journal of Pharmaceutical and Biological Research	0976-285X		2010						http://www.doaj.org/doaj?func=openurl&issn=0976285X&genre=journal&uiLanguage=en				fulltext		KEJA Publications					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5845304		696192801	raw
Majlesi Journal of Electrical Engineering	2008-1413		2007						http://www.doaj.org/doaj?func=openurl&issn=20081413&genre=journal&uiLanguage=en				fulltext		Islamic Azad University- Majlesi					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	4868400		780074610	raw
Türkiye Fiziksel Tip ve Rehabilitasyon Dergisi	1302-0234		2001						http://www.doaj.org/doaj?func=openurl&issn=13020234&genre=journal&uiLanguage=en				fulltext		Galenos Yayincilik					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	1942145		871801522	raw
Plastic Surgery International	2090-1461	2090-147X	2010						http://www.doaj.org/doaj?func=openurl&issn=20901461&genre=journal&uiLanguage=en				fulltext		Hindawi Publishing Corporation					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5845335		620864056	raw
ISRN Pathology	2090-570X	2090-5718	2011						http://www.doaj.org/doaj?func=openurl&issn=2090570X&genre=journal&uiLanguage=en				fulltext		International Scholarly Research Network					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6948156		841837931	raw
Düşünen Adam : Journal of Psychiatry and Neurological Sciences	1018-8681	1309-5749	2000						http://www.doaj.org/doaj?func=openurl&issn=10188681&genre=journal&uiLanguage=en				fulltext		Bakırköy Psychiatry Training and Research Hospital					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	5094865		865513923	raw
Present Environment and Sustainable Development	1843-5971		2007						http://www.doaj.org/doaj?func=openurl&issn=18435971&genre=journal&uiLanguage=en				fulltext		Alexandru Ioan Cuza University of Iasi					Directory of Open Access Journals (Titles with searchable fulltext)	DOAJ.joartX	6035881		786934434	raw
Little Book of Bull Moves Updated and Expanded: How to Keep Your Portfolio Up When the Market Is Up, Down, or Sideways, The	9780470643990		2010-08-02			2010-08-02			http://my.safaribooksonline.com/9780470643990?tocview=true		9780470643990		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	4652843		664565809	raw
Optical Biomimetics	9781845698027		2012-09-24			2012-09-24			http://my.safaribooksonline.com/9781845698027?tocview=true		9781845698027		ebook		Woodhead Publishing					Safari Tech Books Online	safari.tech	17322951		826855523	raw
Printed Films	9781845699888		2012-08-30			2012-08-30			http://my.safaribooksonline.com/9781845699888?tocview=true		9781845699888		ebook		Woodhead Publishing					Safari Tech Books Online	safari.tech	17322963		823040859	raw
Docker Cookbook	9781491919705		2015-12-07			2015-12-07			http://my.safaribooksonline.com/9781491919705?tocview=true		9781491919705		ebook		O'Reilly Media, Inc.					Safari Tech Books Online	safari.tech	20892632		930602013	raw
Great Turning, The	9781576755396		2007-10-22			2007-10-22			http://my.safaribooksonline.com/9781576755396?tocview=true		9781576755396		ebook		Berrett-Koehler Publishers					Safari Tech Books Online	safari.tech	7068463		781448498	raw
PHP and MySQL Recipes: A Problem-Solution Approach, Second Edition	9781484206058		2016-06-15			2016-06-15			http://my.safaribooksonline.com/9781484206058?tocview=true		9781484206058		ebook		Apress					Safari Tech Books Online	safari.tech	28443629		951678211	raw
MySpace® Marketing: Creating a Social Network to Boom Your Business	9780768684483		2008-12-11			2008-12-11			http://my.safaribooksonline.com/9780768684483?tocview=true		9780768684483		ebook		Que					Safari Tech Books Online	safari.tech	1887568		428738583	raw
Microsoft Expression Design 2: Essentials			2008-11-30			2008-11-30			http://my.safaribooksonline.com/00320090059SI?tocview=true		00320090059SI		ebook		Total Training, Inc.					Safari Tech Books Online	safari.tech	3104216			raw
Banking Law and Practice	9780470827642		2012-12-11			2012-12-11			http://my.safaribooksonline.com/9780470827642?tocview=true		9780470827642		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	13183261		811051728	raw
3 Gaps, The	9781626566644		2016-01-11			2016-01-11			http://my.safaribooksonline.com/9781626566644?tocview=true		9781626566644		ebook		Berrett-Koehler Publishers					Safari Tech Books Online	safari.tech	24502081			raw
iPhone: The Missing Manual, 5th Edition	9781449323998		2011-12-22			2011-12-22			http://my.safaribooksonline.com/9781449323998?tocview=true		9781449323998		ebook		O'Reilly Media, Inc. - O'Reilly Media: Pogue Press					Safari Tech Books Online	safari.tech	8768415			raw
Trade Like a Casino: Find Your Edge, Manage Risk, and Win Like the House	9780470933091		2011-10-04			2011-10-04			http://my.safaribooksonline.com/9780470933091?tocview=true		9780470933091		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	11128239		757394924	raw
Better Under Pressure: How Great Leaders Bring Out the Best in Themselves and Others	9781422143155		2011-05-11			2011-05-11			http://my.safaribooksonline.com/9781422143155?tocview=true		9781422143155		ebook		Harvard Business Review Press					Safari Tech Books Online	safari.tech	22618014		865508833	raw
My iPad® for Kids (covers iOS 6 and iPad 3rd generation), Second Edition	9780133259568		2012-11-09			2012-11-09			http://my.safaribooksonline.com/9780133259568?tocview=true		9780133259568		ebook		Que					Safari Tech Books Online	safari.tech	12834728		825820946	raw
Applied Process Control	9783527341184		2016-12-19			2016-12-19			http://my.safaribooksonline.com/9783527341184?tocview=true		9783527341184		ebook		John Wiley & Sons					Safari Tech Books Online	safari.tech	33067872		958929597	raw
Civic Apps Competition Handbook	9781449322632		2012-09-14			2012-09-14			http://my.safaribooksonline.com/9781449322632?tocview=true		9781449322632		ebook		O'Reilly Media, Inc. - O'Reilly Media					Safari Tech Books Online	safari.tech	11233777		900313380	raw
Creative 4Cast	9781907794339		2013-02-01			2013-02-01			http://my.safaribooksonline.com/9781907794339?tocview=true		9781907794339		ebook		LID Editorial					Safari Tech Books Online	safari.tech	16975405		894514695	raw
Social Media Analytics Using Greenplum's Data Computing Appliance	9781449306076		2011-03-01			2011-03-01			http://my.safaribooksonline.com/9781449306076?tocview=true		9781449306076		ebook		O'Reilly Media, Inc. - O'Reilly Media					Safari Tech Books Online	safari.tech	6027165			raw
What You Can Learn From Your Customer's Customer			2013-01-01			2013-01-01			http://my.safaribooksonline.com/53863MIT54217?tocview=true		53863MIT54217		ebook		MIT Sloan Management Review					Safari Tech Books Online	safari.tech	21961271		909780244	raw
Sencha Touch 2 Up and Running	9781449339371		2013-02-20			2013-02-20			http://my.safaribooksonline.com/9781449339371?tocview=true		9781449339371		ebook		O'Reilly Media, Inc. - O'Reilly Media					Safari Tech Books Online	safari.tech	13975236		832643218	raw
Web Development Series: The Definitive Guide to the Laravel Framework	9781634626156		2019-08-01			2019-08-01			http://my.safaribooksonline.com/9781634626156?tocview=true		9781634626156		ebook		Technics Publications					Safari Tech Books Online	safari.tech	51560081			raw
Patterns: Extended Enterprise SOA and Web Services	9780738494036		2006-01-19			2006-01-19			http://my.safaribooksonline.com/0738494038?tocview=true		0738494038		ebook		IBM Redbooks					Safari Tech Books Online	safari.tech	9329084		809534169	raw
Does Your Content Work?: Why Evaluate Your Content—and How to Start	9780133765113		2014-02-06			2014-02-06			http://my.safaribooksonline.com/9780133765113?tocview=true		9780133765113		ebook		Peachpit Press					Safari Tech Books Online	safari.tech	16975044		900313969	raw
Stick Your Neck Out	9781605093901		2005-06-05			2005-06-05			http://my.safaribooksonline.com/9781605093901?tocview=true		9781605093901		ebook		Berrett-Koehler Publishers					Safari Tech Books Online	safari.tech	40829868		646832876	raw
MCTS 70-680 Rapid Review: Configuring Windows 7	9780735671164		2012-03-15			2012-03-15			http://my.safaribooksonline.com/9780735671164?tocview=true		9780735671164		ebook		Microsoft Press					Safari Tech Books Online	safari.tech	9126592		785830206	raw
ArcPy and ArcGIS – Geospatial Analysis with Python	9781783988662		2015-02-26			2015-02-26			http://my.safaribooksonline.com/9781783988662?tocview=true		9781783988662		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	21676193		906041042	raw
Advanced VMware vRealize Operations Manager	9781787121065		2017-01-30			2017-01-30			http://my.safaribooksonline.com/9781787121065?tocview=true		9781787121065		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	33662119			raw
Data-Informed Design	9781491935972		2015-11-16			2015-11-16			http://my.safaribooksonline.com/9781491935972?tocview=true		9781491935972		ebook		O'Reilly Media, Inc.					Safari Tech Books Online	safari.tech	24502068			raw
Why Your Company Needs Data Translators			2016-01-01			2016-01-01			http://my.safaribooksonline.com/53863MIT58216?tocview=true		53863MIT58216		ebook		MIT Sloan Management Review					Safari Tech Books Online	safari.tech	33205048			raw
Coming China Trade and Economic Wars: How to Fight and Win Them, The	9780132475877		2010-02-01			2010-02-01			http://my.safaribooksonline.com/9780132475877?tocview=true		9780132475877		ebook		FT Press					Safari Tech Books Online	safari.tech	3267388		601901635	raw
Eric Meyer on CSS: Mastering the Language of Web Design			2002-06-28			2002-06-28			http://my.safaribooksonline.com/073571245X?tocview=true		073571245X		ebook		New Riders					Safari Tech Books Online	safari.tech	1884751		297576823	raw
Leadership in Action: Leading Change: Adapting and Innovating in an Uncertain World	9781604912890		2006-06-01			2006-06-01			http://my.safaribooksonline.com/9781604912890?tocview=true		9781604912890		ebook		Center for Creative Leadership - CCL Press					Safari Tech Books Online	safari.tech	14283021			raw
Sustainable Energy Management	9780124159785		2012-12-31			2012-12-31			http://my.safaribooksonline.com/9780124159785?tocview=true		9780124159785		ebook		Academic Press					Safari Tech Books Online	safari.tech	16326222		843075048	raw
Engineering Chemistry	9789332579163		2016-06-30			2016-06-30			http://my.safaribooksonline.com/9789332579163?tocview=true		9789332579163		ebook		Pearson Education India					Safari Tech Books Online	safari.tech	36172088			raw
Going GAS	9781491940457		2016-02-24			2016-02-24			http://my.safaribooksonline.com/9781491940457?tocview=true		9781491940457		ebook		O'Reilly Media, Inc.					Safari Tech Books Online	safari.tech	25514222		939597564	raw
Handbook of Research on Science Education	9780805847130		2013-01-17			2013-01-17			http://my.safaribooksonline.com/9780805847130?tocview=true		9780805847130		ebook		Focal Press					Safari Tech Books Online	safari.tech	15658455		827235487	raw
Illustrator CC 2015	9781771376174		2016-02-25			2016-02-25			http://my.safaribooksonline.com/9781771376174?tocview=true		9781771376174		ebook		Infinite Skills					Safari Tech Books Online	safari.tech	25616466			raw
Team Foundation Server 2015 Customization	9781785888199		2015-10-27			2015-10-27			http://my.safaribooksonline.com/9781785888199?tocview=true		9781785888199		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	23552219		927159758	raw
Performance Consulting: Applying Performance Improvement in Human Resource Development	9781118416273		2013-12-16			2013-12-16			http://my.safaribooksonline.com/9781118416273?tocview=true		9781118416273		ebook		Pfeiffer					Safari Tech Books Online	safari.tech	17101648		859168778	raw
Complete Analytics with IBM DB2 Query Management Facility: Accelerating Well-Informed Decisions Across the Enterprise	9780738437019		2012-08-20			2012-08-20			http://my.safaribooksonline.com/0738437018?tocview=true		0738437018		ebook		IBM Redbooks					Safari Tech Books Online	safari.tech	11127764		900313532	raw
Hands-On Java Deep Learning for Computer Vision	9781789613964		2019-02-21			2019-02-21			http://my.safaribooksonline.com/9781789613964?tocview=true		9781789613964		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	44093417			raw
SAP BusinessObjects Dashboards 4.1 Cookbook	9781784391959		2015-03-30			2015-03-30			http://my.safaribooksonline.com/9781784391959?tocview=true		9781784391959		ebook		Packt Publishing					Safari Tech Books Online	safari.tech	21880850		908029922	raw
Sustainable Development and Governance in Europe	9780415630078		2013-06-26			2013-06-26			http://my.safaribooksonline.com/9780415630078?tocview=true		9780415630078		ebook		Routledge					Safari Tech Books Online	safari.tech	18990921		852158137	raw
Cisco Networking Essentials	9781118097595		2011-11-29			2011-11-29			http://my.safaribooksonline.com/9781118097595?tocview=true		9781118097595		ebook		Sybex					Safari Tech Books Online	safari.tech	8958621		767569019	raw
